PetID,target_adopcion_lenta,conjunto_petfinder,ruta_imagen_principal,numero_imagen_principal,PhotoAmt,VideoAmt,image_width,image_height,image_aspect_ratio,perro_detectado,n_perros_detectados,confianza_deteccion,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,pct_imagen_ocupada_perro,centro_perro_x_norm,centro_perro_y_norm,distancia_centro_norm,perro_centrado
6436c1a59,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6436c1a59-1.jpg,1.0,7.0,0,400.0,300.0,1.3333333333333333,True,2,0.754096269607544,0.0,25.0,381.0,247.0,94107.0,1.54251012145749,0.784225,0.47625,0.495,0.0384707681233426,True
234a5a54c,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\234a5a54c-1.jpg,1.0,5.0,0,400.0,300.0,1.3333333333333333,True,1,0.7662159204483032,107.0,71.0,281.0,225.0,63225.0,1.248888888888889,0.526875,0.61875,0.6116666666666667,0.2324994623649698,False
1a76190c5,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1a76190c5-1.jpg,1.0,5.0,0,300.0,400.0,0.75,True,1,0.7720343470573425,16.0,71.0,218.0,204.0,44472.0,1.068627450980392,0.3706,0.4166666666666667,0.4325,0.1471869559437927,True
543130f60,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\543130f60-1.jpg,1.0,1.0,0,480.0,480.0,1.0,True,1,0.6779285669326782,97.0,18.0,341.0,466.0,158906.0,0.7317596566523605,0.6896961805555556,0.5572916666666666,0.5229166666666667,0.0872640668380239,True
deff069a2,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\deff069a2-1.jpg,1.0,4.0,0,299.0,400.0,0.7475,False,0,,,,,,,,,,,,
4e3640544,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4e3640544-1.jpg,1.0,1.0,0,127.0,225.0,0.5644444444444444,True,1,0.4220117926597595,21.0,25.0,71.0,124.0,8804.0,0.5725806451612904,0.3081014873140857,0.4448818897637795,0.3866666666666666,0.2046951656849282,False
671ffc570,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\671ffc570-1.jpg,1.0,6.0,0,309.0,400.0,0.7725,True,2,0.8003554344177246,32.0,0.0,228.0,381.0,86868.0,0.5984251968503937,0.7028155339805825,0.4724919093851132,0.47625,0.0504402667473979,True
aece6e7bf,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\aece6e7bf-1.jpg,1.0,2.0,0,203.0,360.0,0.5638888888888889,True,2,0.6225165128707886,0.0,71.0,139.0,181.0,25159.0,0.7679558011049724,0.3442665571975917,0.3423645320197044,0.4486111111111111,0.1788709065519293,True
c1e816568,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c1e816568-1.jpg,1.0,11.0,0,471.0,480.0,0.98125,True,2,0.7997912764549255,203.0,4.0,263.0,464.0,122032.0,0.5668103448275862,0.5397735314932767,0.7101910828025477,0.4916666666666666,0.2946689833857133,False
ea159d8da,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ea159d8da-1.jpg,1.0,3.0,0,640.0,480.0,1.3333333333333333,True,1,0.8910989761352539,89.0,8.0,507.0,429.0,217503.0,1.181818181818182,0.708017578125,0.53515625,0.4635416666666667,0.0712609640686961,True
af1035c81,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\af1035c81-1.jpg,1.0,3.0,0,346.0,480.0,0.7208333333333333,True,1,0.6656514406204224,2.0,20.0,339.0,454.0,153906.0,0.7466960352422908,0.9266979768786128,0.4956647398843931,0.5145833333333333,0.0241975252367203,True
6fecc5cf7,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6fecc5cf7-1.jpg,1.0,13.0,0,360.0,480.0,0.75,True,1,0.6988707780838013,0.0,49.0,360.0,326.0,117360.0,1.1042944785276074,0.6791666666666667,0.5,0.4416666666666666,0.0933333333333333,True
015c75c9e,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\015c75c9e-1.jpg,1.0,3.0,0,270.0,480.0,0.5625,True,1,0.6158105134963989,2.0,92.0,191.0,381.0,72771.0,0.5013123359580053,0.5615046296296297,0.3611111111111111,0.5885416666666666,0.2058331681462754,False
9609a0b86,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9609a0b86-1.jpg,1.0,5.0,0,400.0,300.0,1.3333333333333333,True,1,0.6991862654685974,70.0,12.0,325.0,276.0,89700.0,1.177536231884058,0.7475,0.58125,0.5,0.13,True
d765ae877,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d765ae877-1.jpg,1.0,2.0,0,400.0,240.0,1.6666666666666667,True,1,0.7806382179260254,55.0,3.0,341.0,231.0,78771.0,1.4761904761904765,0.82053125,0.56375,0.49375,0.1095193375350565,True
8ce183889,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\8ce183889-1.jpg,1.0,3.0,0,127.0,225.0,0.5644444444444444,True,1,0.8142340183258057,5.0,44.0,109.0,145.0,15805.0,0.7517241379310344,0.553105861767279,0.468503937007874,0.5177777777777778,0.0437891321060524,True
f0ef9c777,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\f0ef9c777-1.jpg,1.0,2.0,0,360.0,480.0,0.75,True,2,0.87077397108078,26.0,16.0,131.0,215.0,28165.0,0.6093023255813953,0.1629918981481481,0.2541666666666666,0.2572916666666666,0.4876758941938567,False
3181e5424,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\3181e5424-1.jpg,1.0,2.0,0,399.0,480.0,0.83125,True,1,0.8855717182159424,40.0,38.0,320.0,423.0,135360.0,0.7565011820330969,0.706766917293233,0.5012531328320802,0.5197916666666667,0.0304820558031496,True
9883a048e,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9883a048e-1.jpg,1.0,5.0,0,400.0,267.0,1.4981273408239701,False,0,,,,,,,,,,,,
b0dec8779,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b0dec8779-1.jpg,1.0,21.0,0,313.0,400.0,0.7825,False,0,,,,,,,,,,,,
e8d0907ae,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e8d0907ae-1.jpg,1.0,5.0,0,299.0,400.0,0.7475,True,1,0.6246108412742615,3.0,22.0,283.0,371.0,104993.0,0.7628032345013477,0.8778678929765886,0.4832775919732441,0.51875,0.036098785034752,True
ef14861df,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ef14861df-1.jpg,1.0,3.0,0,640.0,633.0,1.0110584518167456,True,1,0.836344301700592,209.0,109.0,252.0,498.0,125496.0,0.5060240963855421,0.3097748815165876,0.5234375,0.5655608214849921,0.0980439681721846,True
a9bc357f0,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a9bc357f0-1.jpg,1.0,1.0,0,480.0,480.0,1.0,True,1,0.6822754740715027,80.0,18.0,322.0,437.0,140714.0,0.7368421052631579,0.6107378472222222,0.5020833333333333,0.4927083333333333,0.0107246147301947,True
aaf4a1439,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\aaf4a1439-1.jpg,1.0,1.0,0,270.0,480.0,0.5625,True,1,0.866047203540802,58.0,94.0,164.0,254.0,41656.0,0.6456692913385826,0.3214197530864197,0.5185185185185185,0.4604166666666666,0.0713489264412517,True
1e62e6022,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1e62e6022-1.jpg,1.0,5.0,0,300.0,400.0,0.75,False,0,,,,,,,,,,,,
4e797dcdd,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4e797dcdd-1.jpg,1.0,3.0,0,640.0,640.0,1.0,True,5,0.8598085641860962,161.0,158.0,157.0,164.0,25748.0,0.9573170731707316,0.062861328125,0.37421875,0.375,0.250782466897359,False
45d2ddcb8,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\45d2ddcb8-1.jpg,1.0,5.0,0,300.0,400.0,0.75,True,1,0.7143292427062988,0.0,16.0,271.0,377.0,102167.0,0.7188328912466844,0.8513916666666667,0.4516666666666666,0.51125,0.0607289058027559,True
259b10a3e,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\259b10a3e-1.jpg,1.0,1.0,0,225.0,399.0,0.5639097744360902,True,1,0.6158162355422974,47.0,48.0,172.0,208.0,35776.0,0.8269230769230769,0.3985073795600111,0.5911111111111111,0.3809523809523809,0.2258832193203051,False
d2490c888,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d2490c888-1.jpg,1.0,3.0,1,225.0,300.0,0.75,True,1,0.4493614435195923,39.0,23.0,174.0,127.0,22098.0,1.3700787401574803,0.3273777777777777,0.56,0.2883333333333333,0.3462356294651247,False
2c93c0c11,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\2c93c0c11-1.jpg,1.0,3.0,0,360.0,480.0,0.75,True,1,0.8395235538482666,101.0,52.0,174.0,403.0,70122.0,0.4317617866004963,0.4057986111111111,0.5222222222222223,0.528125,0.052307849421584,True
35593da00,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\35593da00-1.jpg,1.0,5.0,0,270.0,480.0,0.5625,True,1,0.5781999826431274,19.0,94.0,244.0,233.0,56852.0,1.0472103004291846,0.4386728395061728,0.5222222222222223,0.4385416666666666,0.1093245756546557,True
4cc70e613,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4cc70e613-1.jpg,1.0,1.0,0,640.0,360.0,1.7777777777777777,True,1,0.6547402739524841,0.0,54.0,525.0,270.0,141750.0,1.9444444444444444,0.615234375,0.41015625,0.525,0.158518034806928,True
ff125cf8d,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ff125cf8d-1.jpg,1.0,1.0,0,400.0,261.0,1.5325670498084292,True,1,0.9192495942115784,5.0,32.0,292.0,209.0,61028.0,1.3971291866028708,0.5845593869731801,0.3775,0.5229885057471264,0.2067164922603353,False
c30dd6e9a,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c30dd6e9a-1.jpg,1.0,2.0,0,226.0,400.0,0.565,True,1,0.7834887504577637,18.0,47.0,154.0,259.0,39886.0,0.5945945945945946,0.441216814159292,0.4203539823008849,0.44125,0.12886191570067,True
be9474b85,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\be9474b85-1.jpg,1.0,1.0,0,360.0,480.0,0.75,True,2,0.6018896698951721,0.0,194.0,124.0,278.0,34472.0,0.4460431654676259,0.1994907407407407,0.1722222222222222,0.69375,0.5008104542749793,False
815f4cc08,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\815f4cc08-1.jpg,1.0,3.0,0,270.0,480.0,0.5625,True,1,0.6017110347747803,0.0,109.0,255.0,295.0,75225.0,0.864406779661017,0.5804398148148148,0.4722222222222222,0.534375,0.0658205455283519,True
867308404,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\867308404-1.jpg,1.0,3.0,0,300.0,400.0,0.75,True,1,0.4649254381656647,54.0,82.0,220.0,181.0,39820.0,1.2154696132596683,0.3318333333333333,0.5466666666666666,0.43125,0.1234341929936757,True
258667857,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\258667857-1.jpg,1.0,4.0,0,360.0,480.0,0.75,True,1,0.5726797580718994,0.0,2.0,347.0,471.0,163437.0,0.7367303609341825,0.9458159722222222,0.4819444444444444,0.4947916666666667,0.0232139804619735,True
fd3172797,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\fd3172797-1.jpg,1.0,11.0,3,400.0,300.0,1.3333333333333333,True,1,0.7833790183067322,121.0,4.0,144.0,289.0,41616.0,0.4982698961937716,0.3468,0.4825,0.495,0.0286356421265527,True
8df0bb3b3,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\8df0bb3b3-1.jpg,1.0,18.0,4,225.0,300.0,0.75,True,2,0.5676965117454529,22.0,35.0,118.0,203.0,23954.0,0.5812807881773399,0.354874074074074,0.36,0.455,0.1827785545407338,True
3d0752cd9,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\3d0752cd9-1.jpg,1.0,5.0,0,400.0,400.0,1.0,True,2,0.6541033983230591,215.0,86.0,185.0,310.0,57350.0,0.5967741935483871,0.3584375,0.76875,0.6025,0.4067746612069144,False
6a763a055,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6a763a055-1.jpg,1.0,2.0,0,400.0,299.0,1.3377926421404682,True,1,0.8217242956161499,117.0,0.0,238.0,293.0,69734.0,0.8122866894197952,0.5830602006688963,0.59,0.4899665551839465,0.1446725566102022,True
a44d42407,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a44d42407-1.jpg,1.0,3.0,0,266.0,400.0,0.665,True,1,0.5550670623779297,51.0,107.0,189.0,264.0,49896.0,0.7159090909090909,0.4689473684210526,0.5469924812030075,0.5975,0.1705109974244493,True
cc8401c02,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\cc8401c02-1.jpg,1.0,3.0,0,640.0,360.0,1.7777777777777777,True,1,0.6518035531044006,128.0,60.0,344.0,228.0,78432.0,1.5087719298245614,0.3404166666666666,0.46875,0.4833333333333333,0.056871973457804,True
43ddb2eb4,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\43ddb2eb4-1.jpg,1.0,2.0,0,400.0,385.0,1.0389610389610389,True,1,0.9048851132392884,34.0,29.0,312.0,327.0,102024.0,0.9541284403669724,0.6624935064935065,0.475,0.5,0.0360243426679871,True
dae92dd61,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\dae92dd61-1.jpg,1.0,3.0,0,360.0,480.0,0.75,True,1,0.6237044334411621,0.0,140.0,359.0,334.0,119906.0,1.0748502994011977,0.6939004629629629,0.4986111111111111,0.6395833333333333,0.223339552152223,False
a6ac8884b,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a6ac8884b-1.jpg,1.0,1.0,0,400.0,225.0,1.7777777777777777,True,1,0.7390568256378174,115.0,19.0,214.0,174.0,37236.0,1.2298850574712643,0.4137333333333333,0.555,0.4711111111111111,0.0999703220055787,True
d50e11ec5,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d50e11ec5-1.jpg,1.0,2.0,0,356.0,480.0,0.7416666666666667,True,1,0.6471537351608276,96.0,143.0,253.0,326.0,82478.0,0.7760736196319018,0.4826661985018726,0.625,0.6375,0.2663970018100079,False
27b6e5aca,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\27b6e5aca-1.jpg,1.0,4.0,0,257.0,480.0,0.5354166666666667,True,1,0.668159008026123,1.0,20.0,252.0,450.0,113400.0,0.56,0.919260700389105,0.4941634241245136,0.5104166666666666,0.0191751272246974,True
80ebea85c,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\80ebea85c-1.jpg,1.0,5.0,0,299.0,400.0,0.7475,True,2,0.870816707611084,106.0,50.0,121.0,132.0,15972.0,0.9166666666666666,0.1335451505016722,0.5568561872909699,0.29,0.3432233299195522,False
b84dad49f,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b84dad49f-1.jpg,1.0,3.0,0,270.0,480.0,0.5625,True,1,0.7019942998886108,2.0,162.0,249.0,170.0,42330.0,1.464705882352941,0.3266203703703704,0.4685185185185185,0.5145833333333333,0.0399884586053119,True
f0a2122d4,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\f0a2122d4-1.jpg,1.0,4.0,0,225.0,300.0,0.75,True,1,0.7936949133872986,0.0,100.0,184.0,114.0,20976.0,1.6140350877192982,0.3107555555555555,0.4088888888888889,0.5233333333333333,0.1155316214529838,True
46d88ca3e,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\46d88ca3e-1.jpg,1.0,4.0,0,640.0,480.0,1.3333333333333333,True,1,0.7137301564216614,166.0,58.0,311.0,422.0,131242.0,0.7369668246445498,0.4272200520833333,0.50234375,0.5604166666666667,0.072596917978658,True
c61f6507e,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c61f6507e-1.jpg,1.0,3.0,0,400.0,225.0,1.7777777777777777,True,1,0.7505853772163391,121.0,12.0,168.0,210.0,35280.0,0.8,0.392,0.5125,0.52,0.02931462401275,True
e464fcd4b,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e464fcd4b-1.jpg,1.0,4.0,0,400.0,300.0,1.3333333333333333,True,2,0.6267503499984741,1.0,90.0,392.0,155.0,60760.0,2.529032258064516,0.5063333333333333,0.4925,0.5583333333333333,0.0710211236182588,True
86379f12f,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\86379f12f-1.jpg,1.0,1.0,0,271.0,479.0,0.5657620041753654,True,1,0.8183748126029968,104.0,35.0,167.0,316.0,52772.0,0.5284810126582279,0.4065357563805283,0.6918819188191881,0.4029227557411273,0.2535073011903005,False
392d3346e,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\392d3346e-1.jpg,1.0,4.0,0,640.0,480.0,1.3333333333333333,False,0,,,,,,,,,,,,
35c0c3aca,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\35c0c3aca-1.jpg,1.0,6.0,0,300.0,400.0,0.75,True,1,0.8472064733505249,35.0,31.0,250.0,364.0,91000.0,0.6868131868131868,0.7583333333333333,0.5333333333333333,0.5325,0.0656048778674269,True
d080818c3,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d080818c3-1.jpg,1.0,3.0,0,203.0,360.0,0.5638888888888889,True,1,0.6713200807571411,0.0,37.0,203.0,237.0,48111.0,0.8565400843881856,0.6583333333333333,0.5,0.4319444444444444,0.1185606864011455,True
6f0cb510a,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6f0cb510a-1.jpg,1.0,3.0,0,640.0,360.0,1.7777777777777777,True,1,0.7050598859786987,5.0,4.0,495.0,353.0,174735.0,1.4022662889518414,0.7583984375,0.39453125,0.5013888888888889,0.1838530086329369,True
61ac3c78c,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\61ac3c78c-1.jpg,1.0,1.0,0,299.0,400.0,0.7475,True,1,0.7824589610099792,19.0,57.0,196.0,262.0,51352.0,0.7480916030534351,0.4293645484949833,0.391304347826087,0.47,0.1387448135802409,True
368b2adc1,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\368b2adc1-1.jpg,1.0,5.0,0,640.0,634.0,1.0094637223974763,True,1,0.7996304035186768,179.0,46.0,394.0,513.0,202122.0,0.7680311890838206,0.4981319006309148,0.5875,0.4771293375394321,0.1284251084964631,True
4c594983d,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4c594983d-1.jpg,1.0,5.0,0,360.0,480.0,0.75,True,1,0.8475130796432495,11.0,9.0,349.0,377.0,131573.0,0.9257294429708224,0.7614178240740741,0.5152777777777777,0.4114583333333333,0.1428480155814408,True
05f99fc56,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\05f99fc56-1.jpg,1.0,4.0,0,640.0,449.0,1.4253897550111359,True,1,0.3984369039535522,201.0,35.0,281.0,378.0,106218.0,0.7433862433862434,0.3696339086859688,0.53359375,0.4988864142538975,0.0550166112048247,True
6d9b202c9,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6d9b202c9-1.jpg,1.0,10.0,0,400.0,300.0,1.3333333333333333,True,1,0.5249000787734985,81.0,17.0,230.0,277.0,63710.0,0.8303249097472925,0.5309166666666667,0.49,0.5183333333333333,0.0272029410174708,True
54791dc58,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\54791dc58-1.jpg,1.0,3.0,0,267.0,400.0,0.6675,True,5,0.695543646812439,116.0,42.0,143.0,128.0,18304.0,1.1171875,0.1713857677902621,0.702247191011236,0.265,0.4508254219605568,False
48b418070,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\48b418070-1.jpg,1.0,2.0,0,300.0,400.0,0.75,True,1,0.6083065867424011,9.0,90.0,159.0,307.0,48813.0,0.5179153094462541,0.406775,0.295,0.60875,0.3013171087077533,False
8e0d65b3e,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\8e0d65b3e-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333,True,2,0.7248636484146118,44.0,3.0,138.0,211.0,29118.0,0.6540284360189573,0.24265,0.2825,0.3616666666666667,0.3855645211893853,False
9a34ddc8b,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9a34ddc8b-1.jpg,1.0,2.0,0,300.0,400.0,0.75,True,1,0.7322574853897095,17.0,122.0,273.0,170.0,46410.0,1.6058823529411763,0.38675,0.5116666666666667,0.5175,0.031304951684997,True
474bccd75,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\474bccd75-1.jpg,1.0,2.0,0,527.0,480.0,1.0979166666666667,True,1,0.8057786822319031,239.0,134.0,115.0,299.0,34385.0,0.3846153846153846,0.1359305819101834,0.562618595825427,0.590625,0.1531941576590356,True
e4abb93bf,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e4abb93bf-1.jpg,1.0,2.0,0,400.0,300.0,1.3333333333333333,True,1,0.750126302242279,0.0,20.0,373.0,245.0,91385.0,1.5224489795918368,0.7615416666666667,0.46625,0.475,0.061773780845922,True
a8cdba660,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a8cdba660-1.jpg,1.0,11.0,0,225.0,400.0,0.5625,True,1,0.6333521604537964,0.0,4.0,220.0,333.0,73260.0,0.6606606606606606,0.814,0.4888888888888889,0.42625,0.1290182054183705,True
9bcd62ef1,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9bcd62ef1-1.jpg,1.0,4.0,0,300.0,400.0,0.75,True,1,0.3352453112602234,44.0,72.0,162.0,323.0,52326.0,0.5015479876160991,0.43605,0.4166666666666667,0.58375,0.1672004784682149,True
c3f2f166d,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c3f2f166d-1.jpg,1.0,1.0,1,400.0,225.0,1.7777777777777777,True,1,0.5797243118286133,153.0,1.0,131.0,222.0,29082.0,0.5900900900900901,0.3231333333333333,0.54625,0.4977777777777777,0.0806501769283593,True
