PetID,perro_detectado,n_perros_detectados,confianza_deteccion,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,pct_imagen_ocupada_perro,centro_perro_x_norm,centro_perro_y_norm,distancia_centro_norm,perro_centrado
bea72e6c5,True,1,0.852966845035553,3.0,116.0,201.0,303.0,60903.0,0.6633663366336634,0.4699305555555556,0.38333333333333336,0.5572916666666666,0.15185413029473405,True
52e555a3a,True,2,0.629913330078125,0.0,44.0,299.0,356.0,106444.0,0.8398876404494382,0.8870333333333333,0.49833333333333335,0.555,0.08802272433866155,True
3998bcfec,True,1,0.7237237691879272,50.0,254.0,462.0,186.0,85932.0,2.4838709677419355,0.2658787128712871,0.4390625,0.6871287128712872,0.25079898654737,False
e62e5aa26,True,1,0.8027915954589844,7.0,104.0,305.0,373.0,113765.0,0.8176943699731903,0.6583622685185185,0.44305555555555554,0.6052083333333333,0.18167431176574073,True
1eb8a0278,True,1,0.7735022306442261,130.0,21.0,193.0,175.0,33775.0,1.1028571428571428,0.37527777777777777,0.56625,0.4822222222222222,0.11679193500874131,True
207d61997,True,1,0.6044933795928955,56.0,0.0,256.0,299.0,76544.0,0.8561872909698997,0.6378666666666667,0.46,0.49833333333333335,0.06403124237432849,True
65d10be4d,True,1,0.8696092963218689,5.0,2.0,293.0,391.0,114563.0,0.7493606138107417,0.9546916666666667,0.505,0.49375,0.011661903789690602,True
c7b468b32,True,1,0.47157391905784607,85.0,32.0,273.0,441.0,120393.0,0.6190476190476191,0.69671875,0.6152777777777778,0.5260416666666666,0.14447221955179557,True
249112486,True,1,0.577255368232727,37.0,22.0,269.0,338.0,90922.0,0.7958579881656804,0.6646345029239766,0.5014619883040936,0.4775,0.03425547697952821,True
b243b8e93,False,0,,,,,,,,,,,,
89523a695,True,1,0.7684532999992371,0.0,29.0,204.0,366.0,74664.0,0.5573770491803278,0.8296,0.4533333333333333,0.53,0.06948731284834861,True
b5fcc079e,True,1,0.710437536239624,44.0,55.0,247.0,340.0,83980.0,0.7264705882352941,0.6998333333333333,0.5583333333333333,0.5625,0.12206555615733702,True
d4e83ee5b,True,1,0.4076804220676422,31.0,117.0,83.0,87.0,7221.0,0.9540229885057471,0.07429012345679012,0.29835390946502055,0.40125,0.2689524373148723,False
74e316be1,True,1,0.7057777047157288,1.0,18.0,299.0,457.0,136643.0,0.6542669584245077,0.9303036492374728,0.4918300653594771,0.5135416666666667,0.02446832462588427,True
039509c40,True,1,0.6652558445930481,1.0,45.0,284.0,353.0,100252.0,0.8045325779036827,0.8354333333333334,0.4766666666666667,0.55375,0.0904433524367601,True
eeb60466e,True,4,0.9263944029808044,42.0,8.0,254.0,305.0,77470.0,0.8327868852459016,0.1891357421875,0.2640625,0.25078125,0.4853380044006702,False
82137b39f,True,1,0.3234407901763916,55.0,0.0,158.0,289.0,45662.0,0.5467128027681661,0.32916666666666666,0.46366782006920415,0.30104166666666665,0.3429512770667429,False
f70251906,True,1,0.7417504787445068,34.0,116.0,191.0,296.0,56536.0,0.6452702702702703,0.3271759259259259,0.3597222222222222,0.55,0.18637626219857267,True
e83f846eb,True,1,0.9017975926399231,103.0,142.0,106.0,176.0,18656.0,0.6022727272727273,0.15546666666666667,0.52,0.575,0.12237646832622684,True
60b9421cc,True,4,0.817767858505249,363.0,338.0,224.0,278.0,62272.0,0.8057553956834532,0.15203125,0.7421875,0.7453125,0.48751001592275,False
ae03f99f2,True,5,0.552273690700531,2.0,136.0,154.0,158.0,24332.0,0.9746835443037974,0.20276666666666668,0.1975,0.7166666666666667,0.5494142335251244,False
6a5c652b5,True,1,0.6409777998924255,5.0,51.0,259.0,416.0,107744.0,0.6225961538461539,0.831358024691358,0.4981481481481482,0.5395833333333333,0.06902361776066358,True
706a9cd5c,True,1,0.56983482837677,2.0,111.0,268.0,285.0,76380.0,0.9403508771929825,0.6407718120805369,0.4563758389261745,0.63375,0.2207558364768548,False
62550cf78,True,1,0.5119284391403198,57.0,108.0,219.0,275.0,60225.0,0.7963636363636364,0.3485243055555556,0.4625,0.5114583333333333,0.0485912657903775,True
701c5afba,False,0,,,,,,,,,,,,
7bce76c66,True,1,0.8303861021995544,3.0,3.0,394.0,274.0,107956.0,1.437956204379562,0.9708273381294964,0.5,0.5035971223021583,0.004105780882874993,True
3b0b88ac2,True,1,0.669195294380188,4.0,84.0,219.0,339.0,74241.0,0.6460176991150443,0.5728472222222222,0.4203703703703704,0.528125,0.09219455052615322,True
a88d34ee3,True,1,0.7463860511779785,3.0,31.0,394.0,267.0,105198.0,1.4756554307116105,0.87665,0.5,0.5483333333333333,0.058,True
061378b30,True,1,0.5640444159507751,18.0,35.0,353.0,419.0,147907.0,0.8424821002386634,0.8328096846846846,0.5256756756756756,0.509375,0.03468971010158003,True
d5b9e0322,True,1,0.8704490065574646,41.0,28.0,427.0,338.0,144326.0,1.2633136094674555,0.7318391562294001,0.4774859287054409,0.5324324324324324,0.052310740202144976,True
a2dc697f6,True,1,0.661058783531189,71.0,88.0,293.0,342.0,100206.0,0.8567251461988304,0.5798958333333334,0.6041666666666666,0.5395833333333333,0.14012890890573262,True
be7b65c23,True,1,0.7527464628219604,22.0,0.0,275.0,480.0,132000.0,0.5729166666666666,0.7087628865979382,0.4110824742268041,0.5,0.11179400678837387,True
e37f4aa07,True,2,0.6843768358230591,34.0,33.0,334.0,219.0,73146.0,1.5251141552511416,0.60955,0.5025,0.475,0.030265491900843114,True
7de2f688b,True,1,0.7871990203857422,8.0,123.0,268.0,210.0,56280.0,1.276190476190476,0.32569444444444445,0.39444444444444443,0.475,0.13283239230114183,True
e7020fa9a,True,1,0.7250750064849854,112.0,12.0,442.0,347.0,153374.0,1.2737752161383284,0.6656857638888889,0.5203125,0.5152777777777777,0.03844627065142947,True
be23e42d0,True,2,0.6525252461433411,167.0,1.0,220.0,343.0,75460.0,0.641399416909621,0.5374643874643875,0.6925,0.49145299145299143,0.28960276301667326,False
1c59cecac,True,1,0.7234563827514648,137.0,35.0,121.0,224.0,27104.0,0.5401785714285714,0.22586666666666666,0.49375,0.49,0.015620499351813307,True
e7e1904f4,True,1,0.7485495805740356,170.0,94.0,434.0,380.0,164920.0,1.1421052631578947,0.5390951882845189,0.6046875,0.5941422594142259,0.20207609712657335,False
d78d1dec0,True,2,0.4421091079711914,100.0,246.0,120.0,150.0,18000.0,0.8,0.10416666666666667,0.4444444444444444,0.66875,0.2781086917815487,False
0443d6f82,True,1,0.6622322797775269,74.0,32.0,218.0,268.0,58424.0,0.8134328358208955,0.48686666666666667,0.4575,0.5533333333333333,0.09338094023943001,True
fa1a30192,True,1,0.7351035475730896,9.0,47.0,280.0,344.0,96320.0,0.813953488372093,0.8026666666666666,0.49666666666666665,0.5475,0.07610519036176179,True
d4d6997e3,True,1,0.7276668548583984,60.0,110.0,200.0,191.0,38200.0,1.0471204188481675,0.31833333333333336,0.5333333333333333,0.51375,0.04565084884205331,True
d13d93f69,False,0,,,,,,,,,,,,
3bef75882,True,5,0.8616645932197571,42.0,38.0,121.0,165.0,19965.0,0.7333333333333333,0.17211206896551723,0.35344827586206895,0.30125,0.36492017612718375,False
60bf93971,True,1,0.6276063919067383,39.0,37.0,233.0,293.0,68269.0,0.7952218430034129,0.5689083333333333,0.5183333333333333,0.45875,0.06957010852370435,True
e9eeadf82,True,1,0.820050060749054,29.0,36.0,136.0,420.0,57120.0,0.3238095238095238,0.5336322869955157,0.4349775784753363,0.5125,0.05929786810809116,True
a4530b1d0,True,1,0.8606795072555542,41.0,8.0,267.0,208.0,55536.0,1.2836538461538463,0.5523332139873494,0.43734335839599,0.4444444444444444,0.12143296254459743,True
da6bb3100,True,1,0.7393402457237244,6.0,45.0,271.0,220.0,59620.0,1.231818181818182,0.5582397003745319,0.35375,0.5805243445692884,0.2591910907641385,False
79669f807,False,0,,,,,,,,,,,,
3af2b1473,True,1,0.8185160160064697,120.0,140.0,147.0,279.0,41013.0,0.5268817204301075,0.31645833333333334,0.7166666666666667,0.5822916666666667,0.25634062814798014,False
b8976d821,True,1,0.5275620818138123,203.0,25.0,217.0,331.0,71827.0,0.6555891238670695,0.3117491319444444,0.48671875,0.5291666666666667,0.03679480352937869,True
9eb98f34c,True,1,0.6206209659576416,0.0,81.0,288.0,300.0,86400.0,0.96,0.72,0.48,0.5775,0.12630122723077555,True
e317b2a73,True,1,0.8007486462593079,80.0,7.0,184.0,243.0,44712.0,0.757201646090535,0.3726,0.43,0.42833333333333334,0.1412090648648308,True
ebd78e1d4,True,1,0.735489010810852,99.0,77.0,126.0,262.0,33012.0,0.48091603053435117,0.2751,0.54,0.52,0.057688820407423826,True
0822c54d5,True,1,0.5022673606872559,1.0,22.0,296.0,366.0,108336.0,0.8087431693989071,0.905819397993311,0.4983277591973244,0.5125,0.020123874101674075,True
4036e0e12,True,1,0.8780356049537659,56.0,31.0,293.0,373.0,109289.0,0.7855227882037533,0.7152421465968586,0.5301047120418848,0.54375,0.07571954924550699,True
0fb490c9b,True,1,0.7943851351737976,7.0,40.0,292.0,341.0,99572.0,0.8563049853372434,0.8297666666666667,0.51,0.52625,0.04368065933568311,True
284be445a,True,1,0.9389967918395996,46.0,22.0,336.0,245.0,82320.0,1.3714285714285714,0.6596153846153846,0.535,0.46314102564102566,0.07142912654774164,True
145883970,True,1,0.7617634534835815,83.0,38.0,506.0,429.0,217074.0,1.1794871794871795,0.70662109375,0.525,0.5260416666666666,0.050759851260617384,True
e3d9dc96d,True,1,0.7884923219680786,78.0,50.0,185.0,297.0,54945.0,0.622895622895623,0.4239583333333333,0.6314814814814815,0.41354166666666664,0.19832799284633437,True
6e643eba1,True,1,0.513430655002594,3.0,9.0,253.0,387.0,97911.0,0.6537467700258398,0.815925,0.43166666666666664,0.50625,0.08260750571225353,True
a1b3dafc9,False,0,,,,,,,,,,,,
bda2d149e,True,2,0.6924723386764526,72.0,5.0,207.0,382.0,79074.0,0.5418848167539267,0.65895,0.585,0.49,0.10324727599312246,True
6cb5381cb,True,1,0.717870831489563,25.0,42.0,172.0,307.0,52804.0,0.5602605863192183,0.7225506294471812,0.5467980295566502,0.5430555555555555,0.08797521816964056,True
a8a8f95f6,True,1,0.789079487323761,5.0,52.0,225.0,423.0,95175.0,0.5319148936170213,0.734375,0.4351851851851852,0.5489583333333333,0.10640546654309578,True
5eeb10b7a,True,2,0.8843729496002197,360.0,133.0,195.0,138.0,26910.0,1.4130434782608696,0.116796875,0.71484375,0.5611111111111111,0.3792684861278787,False
f03b04b1e,True,2,0.7913550138473511,120.0,100.0,66.0,99.0,6534.0,0.6666666666666666,0.05463210702341137,0.3825,0.5,0.18822562953733182,True
a672ea96d,True,1,0.832268238067627,156.0,77.0,140.0,189.0,26460.0,0.7407407407407407,0.2468283582089552,0.565,0.6399253731343284,0.18954713894578198,True
