archivo,indice_local,label,raza_display
train-00000-of-00006.parquet,814,0,Shiba Dog
train-00000-of-00006.parquet,816,0,Shiba Dog
train-00000-of-00006.parquet,826,0,Shiba Dog
train-00000-of-00006.parquet,827,0,Shiba Dog
train-00000-of-00006.parquet,829,0,Shiba Dog
train-00000-of-00006.parquet,834,0,Shiba Dog
train-00000-of-00006.parquet,847,0,Shiba Dog
train-00000-of-00006.parquet,848,0,Shiba Dog
train-00000-of-00006.parquet,852,0,Shiba Dog
train-00000-of-00006.parquet,868,0,Shiba Dog
train-00000-of-00006.parquet,870,0,Shiba Dog
train-00000-of-00006.parquet,874,0,Shiba Dog
train-00000-of-00006.parquet,882,0,Shiba Dog
train-00000-of-00006.parquet,886,0,Shiba Dog
train-00000-of-00006.parquet,894,0,Shiba Dog
train-00000-of-00006.parquet,895,0,Shiba Dog
train-00000-of-00006.parquet,896,0,Shiba Dog
train-00000-of-00006.parquet,902,0,Shiba Dog
train-00000-of-00006.parquet,903,0,Shiba Dog
train-00000-of-00006.parquet,904,0,Shiba Dog
train-00000-of-00006.parquet,905,0,Shiba Dog
train-00000-of-00006.parquet,919,0,Shiba Dog
train-00000-of-00006.parquet,928,0,Shiba Dog
train-00000-of-00006.parquet,932,0,Shiba Dog
train-00000-of-00006.parquet,938,0,Shiba Dog
train-00000-of-00006.parquet,941,0,Shiba Dog
train-00000-of-00006.parquet,944,0,Shiba Dog
train-00000-of-00006.parquet,945,0,Shiba Dog
train-00000-of-00006.parquet,946,0,Shiba Dog
train-00000-of-00006.parquet,951,0,Shiba Dog
train-00000-of-00006.parquet,953,0,Shiba Dog
train-00000-of-00006.parquet,957,0,Shiba Dog
train-00000-of-00006.parquet,958,0,Shiba Dog
train-00000-of-00006.parquet,962,0,Shiba Dog
train-00000-of-00006.parquet,976,0,Shiba Dog
train-00000-of-00006.parquet,977,0,Shiba Dog
train-00000-of-00006.parquet,988,0,Shiba Dog
train-00000-of-00006.parquet,996,0,Shiba Dog
train-00000-of-00006.parquet,998,0,Shiba Dog
train-00000-of-00006.parquet,1012,1,French Bulldog
train-00000-of-00006.parquet,1030,1,French Bulldog
train-00000-of-00006.parquet,1032,1,French Bulldog
train-00000-of-00006.parquet,1038,1,French Bulldog
train-00000-of-00006.parquet,1045,1,French Bulldog
train-00000-of-00006.parquet,1050,1,French Bulldog
train-00000-of-00006.parquet,1054,1,French Bulldog
train-00000-of-00006.parquet,1059,1,French Bulldog
train-00000-of-00006.parquet,1067,1,French Bulldog
train-00000-of-00006.parquet,1069,1,French Bulldog
train-00000-of-00006.parquet,1070,1,French Bulldog
train-00000-of-00006.parquet,1072,1,French Bulldog
train-00000-of-00006.parquet,1073,1,French Bulldog
train-00000-of-00006.parquet,1085,1,French Bulldog
train-00000-of-00006.parquet,1093,1,French Bulldog
train-00000-of-00006.parquet,1103,1,French Bulldog
train-00000-of-00006.parquet,1112,1,French Bulldog
train-00000-of-00006.parquet,1114,1,French Bulldog
train-00000-of-00006.parquet,1123,1,French Bulldog
train-00000-of-00006.parquet,1131,1,French Bulldog
train-00000-of-00006.parquet,1140,1,French Bulldog
train-00000-of-00006.parquet,1141,1,French Bulldog
train-00000-of-00006.parquet,1169,1,French Bulldog
train-00000-of-00006.parquet,1186,1,French Bulldog
train-00000-of-00006.parquet,1187,1,French Bulldog
train-00000-of-00006.parquet,1192,1,French Bulldog
train-00000-of-00006.parquet,1199,1,French Bulldog
train-00000-of-00006.parquet,1209,1,French Bulldog
train-00000-of-00006.parquet,1215,1,French Bulldog
train-00000-of-00006.parquet,1222,1,French Bulldog
train-00000-of-00006.parquet,1232,1,French Bulldog
train-00000-of-00006.parquet,1233,1,French Bulldog
train-00000-of-00006.parquet,1236,1,French Bulldog
train-00000-of-00006.parquet,1240,1,French Bulldog
train-00000-of-00006.parquet,1242,1,French Bulldog
train-00000-of-00006.parquet,1249,1,French Bulldog
train-00000-of-00006.parquet,1250,1,French Bulldog
train-00000-of-00006.parquet,1254,1,French Bulldog
train-00000-of-00006.parquet,1255,1,French Bulldog
train-00000-of-00006.parquet,1257,1,French Bulldog
train-00000-of-00006.parquet,1262,1,French Bulldog
train-00000-of-00006.parquet,1265,1,French Bulldog
train-00000-of-00006.parquet,1267,1,French Bulldog
train-00000-of-00006.parquet,1278,1,French Bulldog
train-00000-of-00006.parquet,1281,1,French Bulldog
train-00000-of-00006.parquet,1284,1,French Bulldog
train-00000-of-00006.parquet,1292,1,French Bulldog
train-00000-of-00006.parquet,1293,1,French Bulldog
train-00000-of-00006.parquet,1300,1,French Bulldog
train-00000-of-00006.parquet,1301,1,French Bulldog
train-00000-of-00006.parquet,1302,1,French Bulldog
train-00000-of-00006.parquet,1309,1,French Bulldog
train-00000-of-00006.parquet,1310,1,French Bulldog
train-00000-of-00006.parquet,1324,1,French Bulldog
train-00000-of-00006.parquet,1340,1,French Bulldog
train-00000-of-00006.parquet,1350,1,French Bulldog
train-00000-of-00006.parquet,1370,1,French Bulldog
train-00000-of-00006.parquet,1371,1,French Bulldog
train-00000-of-00006.parquet,1384,1,French Bulldog
train-00000-of-00006.parquet,1385,1,French Bulldog
train-00000-of-00006.parquet,1394,1,French Bulldog
train-00000-of-00006.parquet,1400,1,French Bulldog
train-00000-of-00006.parquet,1402,1,French Bulldog
train-00000-of-00006.parquet,1405,1,French Bulldog
train-00000-of-00006.parquet,1410,1,French Bulldog
train-00000-of-00006.parquet,1412,1,French Bulldog
train-00000-of-00006.parquet,1419,1,French Bulldog
train-00000-of-00006.parquet,1423,1,French Bulldog
train-00000-of-00006.parquet,1435,1,French Bulldog
train-00000-of-00006.parquet,1443,1,French Bulldog
train-00000-of-00006.parquet,1448,1,French Bulldog
train-00000-of-00006.parquet,1449,1,French Bulldog
train-00000-of-00006.parquet,1459,1,French Bulldog
train-00000-of-00006.parquet,1472,1,French Bulldog
train-00000-of-00006.parquet,1485,1,French Bulldog
train-00000-of-00006.parquet,1501,1,French Bulldog
train-00000-of-00006.parquet,1506,1,French Bulldog
train-00000-of-00006.parquet,1517,1,French Bulldog
train-00000-of-00006.parquet,1524,1,French Bulldog
train-00000-of-00006.parquet,1530,1,French Bulldog
train-00000-of-00006.parquet,1536,1,French Bulldog
train-00000-of-00006.parquet,1538,1,French Bulldog
train-00000-of-00006.parquet,1542,1,French Bulldog
train-00000-of-00006.parquet,1543,1,French Bulldog
train-00000-of-00006.parquet,1545,1,French Bulldog
train-00000-of-00006.parquet,1547,1,French Bulldog
train-00000-of-00006.parquet,1549,1,French Bulldog
train-00000-of-00006.parquet,1551,1,French Bulldog
train-00000-of-00006.parquet,1553,1,French Bulldog
train-00000-of-00006.parquet,1564,1,French Bulldog
train-00000-of-00006.parquet,1565,1,French Bulldog
train-00000-of-00006.parquet,1566,1,French Bulldog
train-00000-of-00006.parquet,1574,1,French Bulldog
train-00000-of-00006.parquet,1575,1,French Bulldog
train-00000-of-00006.parquet,1580,1,French Bulldog
train-00000-of-00006.parquet,1585,1,French Bulldog
train-00000-of-00006.parquet,1587,1,French Bulldog
train-00000-of-00006.parquet,1597,1,French Bulldog
train-00000-of-00006.parquet,1602,1,French Bulldog
train-00000-of-00006.parquet,1608,1,French Bulldog
train-00000-of-00006.parquet,1628,1,French Bulldog
train-00000-of-00006.parquet,1647,1,French Bulldog
train-00000-of-00006.parquet,1649,1,French Bulldog
train-00000-of-00006.parquet,1669,1,French Bulldog
train-00000-of-00006.parquet,1674,1,French Bulldog
train-00000-of-00006.parquet,1682,1,French Bulldog
train-00000-of-00006.parquet,1688,1,French Bulldog
train-00000-of-00006.parquet,1690,1,French Bulldog
train-00000-of-00006.parquet,1696,1,French Bulldog
train-00000-of-00006.parquet,1697,1,French Bulldog
train-00000-of-00006.parquet,1706,1,French Bulldog
train-00000-of-00006.parquet,1710,1,French Bulldog
train-00000-of-00006.parquet,1713,1,French Bulldog
train-00000-of-00006.parquet,1740,1,French Bulldog
train-00000-of-00006.parquet,1744,1,French Bulldog
train-00000-of-00006.parquet,1749,1,French Bulldog
train-00000-of-00006.parquet,1751,1,French Bulldog
train-00000-of-00006.parquet,1754,1,French Bulldog
train-00000-of-00006.parquet,1785,1,French Bulldog
train-00000-of-00006.parquet,1789,1,French Bulldog
train-00000-of-00006.parquet,1793,1,French Bulldog
train-00000-of-00006.parquet,1810,1,French Bulldog
train-00000-of-00006.parquet,1812,1,French Bulldog
train-00000-of-00006.parquet,1820,1,French Bulldog
train-00000-of-00006.parquet,1839,1,French Bulldog
train-00000-of-00006.parquet,1845,1,French Bulldog
train-00000-of-00006.parquet,1852,1,French Bulldog
train-00000-of-00006.parquet,1857,1,French Bulldog
train-00000-of-00006.parquet,1864,1,French Bulldog
train-00000-of-00006.parquet,1865,1,French Bulldog
train-00000-of-00006.parquet,1866,1,French Bulldog
train-00000-of-00006.parquet,1877,1,French Bulldog
train-00000-of-00006.parquet,1882,1,French Bulldog
train-00000-of-00006.parquet,1885,1,French Bulldog
train-00000-of-00006.parquet,1891,1,French Bulldog
train-00000-of-00006.parquet,1914,1,French Bulldog
train-00000-of-00006.parquet,1941,1,French Bulldog
train-00000-of-00006.parquet,1943,1,French Bulldog
train-00000-of-00006.parquet,1946,1,French Bulldog
train-00000-of-00006.parquet,1948,1,French Bulldog
train-00000-of-00006.parquet,1949,1,French Bulldog
train-00000-of-00006.parquet,1951,1,French Bulldog
train-00000-of-00006.parquet,1961,1,French Bulldog
train-00000-of-00006.parquet,1963,1,French Bulldog
train-00000-of-00006.parquet,1969,1,French Bulldog
train-00000-of-00006.parquet,1974,1,French Bulldog
train-00000-of-00006.parquet,1989,1,French Bulldog
train-00000-of-00006.parquet,1994,1,French Bulldog
train-00000-of-00006.parquet,1996,1,French Bulldog
train-00000-of-00006.parquet,1998,1,French Bulldog
train-00000-of-00006.parquet,2004,1,French Bulldog
train-00000-of-00006.parquet,2017,1,French Bulldog
train-00000-of-00006.parquet,2026,1,French Bulldog
train-00000-of-00006.parquet,2027,1,French Bulldog
train-00000-of-00006.parquet,2044,1,French Bulldog
train-00000-of-00006.parquet,2053,1,French Bulldog
train-00000-of-00006.parquet,2065,1,French Bulldog
train-00000-of-00006.parquet,2066,1,French Bulldog
train-00000-of-00006.parquet,2071,1,French Bulldog
train-00000-of-00006.parquet,2079,1,French Bulldog
train-00000-of-00006.parquet,2084,2,Siberian Husky
train-00000-of-00006.parquet,2089,2,Siberian Husky
train-00000-of-00006.parquet,2094,2,Siberian Husky
train-00000-of-00006.parquet,2098,2,Siberian Husky
train-00000-of-00006.parquet,2101,2,Siberian Husky
train-00000-of-00006.parquet,2116,2,Siberian Husky
train-00000-of-00006.parquet,2120,2,Siberian Husky
train-00000-of-00006.parquet,2128,2,Siberian Husky
train-00000-of-00006.parquet,2131,2,Siberian Husky
train-00000-of-00006.parquet,2135,2,Siberian Husky
train-00000-of-00006.parquet,2136,2,Siberian Husky
train-00000-of-00006.parquet,2137,2,Siberian Husky
train-00000-of-00006.parquet,2145,2,Siberian Husky
train-00000-of-00006.parquet,2147,2,Siberian Husky
train-00000-of-00006.parquet,2174,2,Siberian Husky
train-00000-of-00006.parquet,2176,2,Siberian Husky
train-00000-of-00006.parquet,2177,2,Siberian Husky
train-00000-of-00006.parquet,2179,2,Siberian Husky
train-00000-of-00006.parquet,2186,2,Siberian Husky
train-00000-of-00006.parquet,2198,2,Siberian Husky
train-00000-of-00006.parquet,2206,2,Siberian Husky
train-00000-of-00006.parquet,2218,2,Siberian Husky
train-00000-of-00006.parquet,2223,2,Siberian Husky
train-00000-of-00006.parquet,2228,2,Siberian Husky
train-00000-of-00006.parquet,2230,2,Siberian Husky
train-00000-of-00006.parquet,2233,2,Siberian Husky
train-00000-of-00006.parquet,2234,2,Siberian Husky
train-00000-of-00006.parquet,2236,2,Siberian Husky
train-00000-of-00006.parquet,2240,2,Siberian Husky
train-00000-of-00006.parquet,2249,2,Siberian Husky
train-00000-of-00006.parquet,2253,2,Siberian Husky
train-00000-of-00006.parquet,2254,2,Siberian Husky
train-00000-of-00006.parquet,2262,2,Siberian Husky
train-00000-of-00006.parquet,2264,2,Siberian Husky
train-00000-of-00006.parquet,2268,2,Siberian Husky
train-00000-of-00006.parquet,2270,2,Siberian Husky
train-00000-of-00006.parquet,2272,2,Siberian Husky
train-00000-of-00006.parquet,2274,2,Siberian Husky
train-00000-of-00006.parquet,2277,2,Siberian Husky
train-00000-of-00006.parquet,2278,2,Siberian Husky
train-00000-of-00006.parquet,2290,2,Siberian Husky
train-00000-of-00006.parquet,2298,2,Siberian Husky
train-00000-of-00006.parquet,2330,2,Siberian Husky
train-00000-of-00006.parquet,2338,2,Siberian Husky
train-00000-of-00006.parquet,2340,2,Siberian Husky
train-00000-of-00006.parquet,2351,2,Siberian Husky
train-00000-of-00006.parquet,2352,2,Siberian Husky
train-00000-of-00006.parquet,2354,2,Siberian Husky
train-00000-of-00006.parquet,2355,2,Siberian Husky
train-00000-of-00006.parquet,2357,2,Siberian Husky
train-00000-of-00006.parquet,2358,2,Siberian Husky
train-00000-of-00006.parquet,2359,2,Siberian Husky
train-00000-of-00006.parquet,2375,2,Siberian Husky
train-00000-of-00006.parquet,2382,2,Siberian Husky
train-00000-of-00006.parquet,2383,2,Siberian Husky
train-00000-of-00006.parquet,2389,2,Siberian Husky
train-00000-of-00006.parquet,2390,2,Siberian Husky
train-00000-of-00006.parquet,2398,2,Siberian Husky
train-00000-of-00006.parquet,2400,2,Siberian Husky
train-00000-of-00006.parquet,2401,2,Siberian Husky
train-00000-of-00006.parquet,2405,2,Siberian Husky
train-00000-of-00006.parquet,2413,2,Siberian Husky
train-00000-of-00006.parquet,2429,2,Siberian Husky
train-00000-of-00006.parquet,2430,2,Siberian Husky
train-00000-of-00006.parquet,2440,2,Siberian Husky
train-00000-of-00006.parquet,2441,2,Siberian Husky
train-00000-of-00006.parquet,2446,2,Siberian Husky
train-00000-of-00006.parquet,2462,2,Siberian Husky
train-00000-of-00006.parquet,2466,2,Siberian Husky
train-00000-of-00006.parquet,2467,2,Siberian Husky
train-00000-of-00006.parquet,2479,2,Siberian Husky
train-00000-of-00006.parquet,2481,2,Siberian Husky
train-00000-of-00006.parquet,2492,2,Siberian Husky
train-00000-of-00006.parquet,2494,2,Siberian Husky
train-00000-of-00006.parquet,2495,2,Siberian Husky
train-00000-of-00006.parquet,2500,2,Siberian Husky
train-00000-of-00006.parquet,2527,2,Siberian Husky
train-00000-of-00006.parquet,2533,2,Siberian Husky
train-00000-of-00006.parquet,2534,2,Siberian Husky
train-00000-of-00006.parquet,2559,2,Siberian Husky
train-00000-of-00006.parquet,2567,2,Siberian Husky
train-00000-of-00006.parquet,2569,2,Siberian Husky
train-00000-of-00006.parquet,2572,2,Siberian Husky
train-00000-of-00006.parquet,2575,2,Siberian Husky
train-00000-of-00006.parquet,2585,2,Siberian Husky
train-00000-of-00006.parquet,2586,2,Siberian Husky
train-00000-of-00006.parquet,2587,2,Siberian Husky
train-00000-of-00006.parquet,2594,2,Siberian Husky
train-00000-of-00006.parquet,2599,2,Siberian Husky
train-00000-of-00006.parquet,2621,2,Siberian Husky
train-00000-of-00006.parquet,2628,2,Siberian Husky
train-00000-of-00006.parquet,2632,2,Siberian Husky
train-00000-of-00006.parquet,2634,2,Siberian Husky
train-00000-of-00006.parquet,2638,2,Siberian Husky
train-00000-of-00006.parquet,2650,2,Siberian Husky
train-00000-of-00006.parquet,2651,2,Siberian Husky
train-00000-of-00006.parquet,2653,2,Siberian Husky
train-00000-of-00006.parquet,2658,2,Siberian Husky
train-00000-of-00006.parquet,2662,2,Siberian Husky
train-00000-of-00006.parquet,2670,2,Siberian Husky
train-00000-of-00006.parquet,2679,2,Siberian Husky
train-00000-of-00006.parquet,2682,2,Siberian Husky
train-00000-of-00006.parquet,2690,2,Siberian Husky
train-00000-of-00006.parquet,2695,2,Siberian Husky
train-00000-of-00006.parquet,2699,2,Siberian Husky
train-00000-of-00006.parquet,2726,2,Siberian Husky
train-00000-of-00006.parquet,2763,2,Siberian Husky
train-00000-of-00006.parquet,2782,2,Siberian Husky
train-00000-of-00006.parquet,2784,2,Siberian Husky
train-00000-of-00006.parquet,2789,2,Siberian Husky
train-00000-of-00006.parquet,2806,2,Siberian Husky
train-00000-of-00006.parquet,2814,2,Siberian Husky
train-00000-of-00006.parquet,2820,2,Siberian Husky
train-00000-of-00006.parquet,2822,2,Siberian Husky
train-00000-of-00006.parquet,2830,2,Siberian Husky
train-00000-of-00006.parquet,2845,2,Siberian Husky
train-00000-of-00006.parquet,2846,2,Siberian Husky
train-00000-of-00006.parquet,2852,2,Siberian Husky
train-00000-of-00006.parquet,2855,2,Siberian Husky
train-00000-of-00006.parquet,2856,2,Siberian Husky
train-00000-of-00006.parquet,2898,2,Siberian Husky
train-00000-of-00006.parquet,2907,2,Siberian Husky
train-00000-of-00006.parquet,2914,2,Siberian Husky
train-00000-of-00006.parquet,2917,2,Siberian Husky
train-00000-of-00006.parquet,2929,2,Siberian Husky
train-00000-of-00006.parquet,2938,2,Siberian Husky
train-00000-of-00006.parquet,2946,2,Siberian Husky
train-00000-of-00006.parquet,2958,2,Siberian Husky
train-00000-of-00006.parquet,2961,2,Siberian Husky
train-00000-of-00006.parquet,2975,2,Siberian Husky
train-00000-of-00006.parquet,2976,2,Siberian Husky
train-00000-of-00006.parquet,2985,2,Siberian Husky
train-00000-of-00006.parquet,2987,2,Siberian Husky
train-00000-of-00006.parquet,2993,2,Siberian Husky
train-00000-of-00006.parquet,3011,2,Siberian Husky
train-00000-of-00006.parquet,3015,2,Siberian Husky
train-00000-of-00006.parquet,3021,2,Siberian Husky
train-00000-of-00006.parquet,3040,2,Siberian Husky
train-00000-of-00006.parquet,3043,2,Siberian Husky
train-00000-of-00006.parquet,3046,2,Siberian Husky
train-00000-of-00006.parquet,3054,2,Siberian Husky
train-00000-of-00006.parquet,3063,2,Siberian Husky
train-00000-of-00006.parquet,3085,2,Siberian Husky
train-00000-of-00006.parquet,3092,2,Siberian Husky
train-00000-of-00006.parquet,3114,2,Siberian Husky
train-00000-of-00006.parquet,3126,2,Siberian Husky
train-00000-of-00006.parquet,3127,2,Siberian Husky
train-00000-of-00006.parquet,3129,2,Siberian Husky
train-00000-of-00006.parquet,3133,2,Siberian Husky
train-00000-of-00006.parquet,3134,2,Siberian Husky
train-00000-of-00006.parquet,3141,2,Siberian Husky
train-00000-of-00006.parquet,3146,2,Siberian Husky
train-00000-of-00006.parquet,3152,2,Siberian Husky
train-00000-of-00006.parquet,3154,2,Siberian Husky
train-00000-of-00006.parquet,3155,2,Siberian Husky
train-00000-of-00006.parquet,3166,2,Siberian Husky
train-00000-of-00006.parquet,3170,2,Siberian Husky
train-00000-of-00006.parquet,3175,2,Siberian Husky
train-00000-of-00006.parquet,3181,2,Siberian Husky
train-00000-of-00006.parquet,3196,2,Siberian Husky
train-00000-of-00006.parquet,3214,3,Malamute
train-00000-of-00006.parquet,3221,3,Malamute
train-00000-of-00006.parquet,3224,3,Malamute
train-00000-of-00006.parquet,3238,3,Malamute
train-00000-of-00006.parquet,3239,3,Malamute
train-00000-of-00006.parquet,3240,3,Malamute
train-00000-of-00006.parquet,3245,3,Malamute
train-00000-of-00006.parquet,3255,3,Malamute
train-00000-of-00006.parquet,3259,3,Malamute
train-00000-of-00006.parquet,3263,3,Malamute
train-00000-of-00006.parquet,3264,3,Malamute
train-00000-of-00006.parquet,3275,3,Malamute
train-00000-of-00006.parquet,3290,3,Malamute
train-00000-of-00006.parquet,3297,3,Malamute
train-00000-of-00006.parquet,3310,3,Malamute
train-00000-of-00006.parquet,3318,3,Malamute
train-00000-of-00006.parquet,3320,3,Malamute
train-00000-of-00006.parquet,3323,3,Malamute
train-00000-of-00006.parquet,3333,3,Malamute
train-00000-of-00006.parquet,3334,3,Malamute
train-00000-of-00006.parquet,3336,3,Malamute
train-00000-of-00006.parquet,3338,3,Malamute
train-00000-of-00006.parquet,3339,3,Malamute
train-00000-of-00006.parquet,3347,3,Malamute
train-00000-of-00006.parquet,3349,3,Malamute
train-00000-of-00006.parquet,3355,3,Malamute
train-00000-of-00006.parquet,3375,3,Malamute
train-00000-of-00006.parquet,3383,3,Malamute
train-00000-of-00006.parquet,3389,3,Malamute
train-00000-of-00006.parquet,3403,3,Malamute
train-00000-of-00006.parquet,3406,3,Malamute
train-00000-of-00006.parquet,3414,3,Malamute
train-00000-of-00006.parquet,3425,3,Malamute
train-00000-of-00006.parquet,3427,3,Malamute
train-00000-of-00006.parquet,3432,3,Malamute
train-00000-of-00006.parquet,3435,3,Malamute
train-00000-of-00006.parquet,3437,3,Malamute
train-00000-of-00006.parquet,3441,3,Malamute
train-00000-of-00006.parquet,3446,3,Malamute
train-00000-of-00006.parquet,3462,3,Malamute
train-00000-of-00006.parquet,3464,3,Malamute
train-00000-of-00006.parquet,3472,3,Malamute
train-00000-of-00006.parquet,3478,3,Malamute
train-00000-of-00006.parquet,3479,3,Malamute
train-00000-of-00006.parquet,3488,3,Malamute
train-00000-of-00006.parquet,3489,3,Malamute
train-00000-of-00006.parquet,3494,3,Malamute
train-00000-of-00006.parquet,3502,3,Malamute
train-00000-of-00006.parquet,3512,3,Malamute
train-00000-of-00006.parquet,3515,3,Malamute
train-00000-of-00006.parquet,3538,3,Malamute
train-00000-of-00006.parquet,3553,3,Malamute
train-00000-of-00006.parquet,3556,3,Malamute
train-00000-of-00006.parquet,3567,3,Malamute
train-00000-of-00006.parquet,3573,3,Malamute
