PetID,n_metadata_images,n_label_annotations_mean,label_score_mean,pct_images_with_dog_label,pct_images_with_person_label,brightness_mean,brightness_median,dominant_color_score_mean,dominant_color_pixel_fraction_mean
01142a354,10,9.5,0.8000730934365079,1.0,0.0,154.52079999999998,160.7935,0.303585226,0.10113713799999999
0118db3a8,2,9.0,0.77101160025,1.0,0.0,173.8645,173.8645,0.30834458499999995,0.12232802000000001
01231c438,5,9.2,0.7634010963333333,1.0,0.0,204.35039999999998,227.957,0.422806132,0.1861379488
012a1a396,10,8.7,0.781251748425,1.0,0.0,153.5214,137.454,0.15201125,0.0633745844
013527aeb,1,10.0,0.771143882,1.0,0.0,159.435,159.435,0.42211115,0.08762136
0142670c8,2,7.5,0.7610389049107142,1.0,0.0,192.703,192.703,0.215137315,0.032214705499999996
0143edd0a,1,10.0,0.765109881,1.0,0.0,86.951,86.951,0.10543438,0.08791092
0146f6d2c,1,10.0,0.730094929,1.0,0.0,48.876,48.876,0.20518526,0.1395248
0149d04e7,4,10.0,0.78701902075,1.0,0.0,139.19375,139.53699999999998,0.2931549475,0.19806067575
015770429,4,10.0,0.77101933425,1.0,0.0,159.48025,158.9395,0.21434263,0.07977769425
0157cf3a4,3,10.0,0.7681141736666666,1.0,0.0,108.59333333333332,108.28300000000002,0.23160994000000001,0.044027799
015b8b722,4,10.0,0.75984549425,1.0,0.0,126.207,132.7555,0.3522378175,0.226962035
015c353ce,9,9.777777777777779,0.7727246379722222,1.0,0.0,97.64477777777778,50.766,0.25090559,0.11588104822222221
015c75c9e,3,10.0,0.747310381,1.0,0.0,76.96233333333333,67.51599999999999,0.16109907533333334,0.04428162
015fdb354,5,8.0,0.7508693212499999,1.0,0.0,132.54919999999998,118.891,0.235955666,0.166674772
0164a9cfb,7,8.0,0.772558664180839,1.0,0.0,147.78128571428573,154.88,0.16318509985714286,0.13566508257142856
017d966eb,5,9.0,0.7885751664,1.0,0.0,64.6396,54.673,0.23717698999999998,0.11821527800000001
018188075,5,10.0,0.7685697594,1.0,0.0,147.36939999999998,154.72499999999997,0.337042474,0.0867672568
01928bd13,4,10.0,0.7813897937500001,1.0,0.0,158.123,158.24599999999998,0.24079986250000002,0.15858046874999998
01958f464,4,9.25,0.8141739733214286,1.0,0.0,137.834,135.8785,0.2667562375,0.1216761945
01a7b719c,5,9.6,0.77810696065,1.0,0.0,92.5306,115.805,0.277444042,0.056625042
01b167b92,1,8.0,0.79652856,1.0,0.0,48.471,48.471,0.12624556,0.09642734
01ba86830,1,10.0,0.705913839,1.0,0.0,51.634,51.634,0.14980678,0.022940563
01bcfcde8,4,10.0,0.7754728632500001,1.0,0.0,165.2095,198.7745,0.2436986425,0.0412374505
01c202740,18,8.777777777777779,0.77410006817306,1.0,0.0,113.67649999999999,116.87599999999999,0.2503980883333333,0.09156164611111112
01c3c09df,4,10.0,0.7818259395,1.0,0.0,131.3935,119.1115,0.26357774,0.11800133
01c62e03b,5,10.0,0.7967151518,1.0,0.0,69.7452,49.886,0.18346354699999998,0.0398297338
01c6d3224,5,10.0,0.8116307956,1.0,0.0,148.634,153.912,0.292159998,0.0917631904
01c7411ef,1,8.0,0.7413000224999999,1.0,0.0,115.351,115.351,0.18827523,0.025963807
01d646ea8,1,10.0,0.755711247,1.0,0.0,80.80299999999998,80.80299999999998,0.18248482,0.14691769
01d981c81,8,8.625,0.7842587312638889,1.0,0.0,111.57325,117.72,0.23390982425,0.107711712
01dc16c21,3,7.333333333333333,0.7580737226666666,0.6666666666666666,0.0,95.78033333333333,49.752,0.3294757933333334,0.11187012166666666
01e4020da,4,8.0,0.7575371716428572,0.75,0.0,135.971,134.3665,0.3800274925,0.08073603124999999
01e410583,20,9.75,0.7367871360361111,1.0,0.0,112.49114999999999,100.67049999999999,0.25070472425,0.06397860795
01e5d357f,5,10.0,0.7862383127999999,1.0,0.0,193.6322,192.72899999999998,0.601893826,0.263485966
01e6a888d,2,10.0,0.7795808609999999,1.0,0.0,135.9955,135.9955,0.340631845,0.117898515
01f4746ef,2,10.0,0.8552272059999999,1.0,0.0,67.5435,67.5435,0.21359519999999999,0.116342595
01f976ec9,5,7.8,0.75358808435,1.0,0.0,73.82679999999999,82.189,0.154385949,0.0745739902
020cd1d50,9,8.555555555555555,0.7664622896635803,1.0,0.0,95.62599999999999,91.024,0.22391612111111112,0.07796662344444444
02126e289,5,9.6,0.7992430090000001,0.8,0.2,124.6972,51.019999999999996,0.173231366,0.11795918219999998
021b0b7bd,1,10.0,0.829431095,1.0,0.0,82.723,82.723,0.16995625,0.099710144
021c24928,4,10.0,0.7253819535,1.0,0.0,42.5685,45.522999999999996,0.4793084625,0.1960854
022606901,5,8.8,0.7561851652833333,1.0,0.0,26.178800000000003,20.662999999999997,0.23249487900000002,0.1572447046
022b37ea0,7,9.571428571428571,0.7634623336785714,1.0,0.0,92.96000000000001,50.039,0.30015425714285715,0.11435489514285714
0243911ea,2,10.0,0.7835203005,1.0,0.0,151.6365,151.6365,0.24013035500000002,0.077661638
0244298a9,3,10.0,0.7660490790000001,1.0,0.0,120.54833333333333,119.94699999999999,0.32403900999999996,0.24747595333333336
02468e968,5,8.4,0.7756930523,1.0,0.0,35.7016,26.384999999999998,0.389754486,0.1236559132
0256cac2b,1,10.0,0.7277592589999999,1.0,0.0,53.833,53.833,0.2870834,0.08759124
026ebf139,1,10.0,0.772448712,1.0,0.0,119.637,119.637,0.28816342,0.07284698
0286dd665,1,10.0,0.765612046,1.0,0.0,199.59799999999998,199.59799999999998,0.13174054,0.16756237
0291e8ca0,30,9.3,0.7626429419677249,1.0,0.0,164.64073333333332,193.7815,0.26194174800000003,0.09869465520000001
029641a1a,6,9.833333333333334,0.7891195611666667,1.0,0.0,52.43266666666667,52.55199999999999,0.24826782333333333,0.07712103366666666
029b05087,5,9.6,0.7678522111999999,1.0,0.0,49.33319999999999,50.178999999999995,0.315068476,0.0436911448
02a084920,1,10.0,0.767469445,1.0,0.0,122.63099999999999,122.63099999999999,0.08521013,0.030369226
02a13b2cb,3,8.333333333333334,0.7348969528095237,1.0,0.0,156.515,156.571,0.11466084333333333,0.030583782666666667
02a2a622c,7,8.285714285714286,0.7282661959365079,1.0,0.0,146.326,154.54899999999998,0.2828550385714286,0.09904905214285716
02adb269f,4,9.5,0.7498946650625,1.0,0.0,118.589,119.84599999999999,0.222790295,0.143967432
02af3813e,2,8.5,0.7626446095138888,1.0,0.0,81.4425,81.4425,0.27052244999999997,0.086890243
02c40b53c,5,9.2,0.7559832192111111,1.0,0.0,111.43620000000001,123.233,0.243999752,0.0847146188
02c7d1b74,4,9.75,0.7824970492500001,1.0,0.0,101.4495,117.85499999999999,0.3470810375,0.154521885
02cd64831,1,9.0,0.7591503877777778,1.0,0.0,115.541,115.541,0.16443709,0.06520123
02cf14499,1,10.0,0.73370476,1.0,0.0,160.207,160.207,0.20025353,0.06532048
02d6020a9,2,10.0,0.7674641360000001,1.0,0.0,50.8845,50.8845,0.144160707,0.05736559150000001
02d66a1be,1,8.0,0.7898898375,1.0,0.0,51.897,51.897,0.22954383,0.17741935
02d9e61ca,4,9.25,0.7809763622638889,1.0,0.0,121.55474999999998,139.879,0.30659271,0.09219303025
02f7300db,3,9.666666666666666,0.820116971925926,1.0,0.0,143.806,155.24999999999997,0.21095376666666665,0.057899164999999995
02f89bdcb,3,8.0,0.7722728242962962,1.0,0.0,194.013,195.033,0.16507723666666665,0.04997687333333334
0306e85dd,1,10.0,0.7730870400000001,1.0,0.0,150.035,150.035,0.24713862,0.020031217
030f32f08,3,9.0,0.7436735941018519,1.0,0.0,145.75199999999998,155.32999999999998,0.29103185,0.08872773466666667
03188ecad,2,8.0,0.7969191021666666,1.0,0.0,160.8235,160.8235,0.25083325,0.1297653185
031a01c36,2,10.0,0.7190805140000001,1.0,0.0,234.80949999999999,234.80949999999999,0.287245655,0.16548564500000001
0322aa5b0,1,9.0,0.6696722733333333,1.0,0.0,192.57699999999997,192.57699999999997,0.33800057,0.08527132
032aefa61,2,6.5,0.7480894008333334,0.5,0.0,128.133,128.133,0.346417875,0.24787547499999998
0338fcdaf,3,8.0,0.8092333721666667,1.0,0.0,93.976,113.972,0.19251853333333332,0.05362083133333334
034259113,1,10.0,0.8453984880000001,1.0,0.0,80.06299999999999,80.06299999999999,0.20654802,0.02141866
035992662,1,9.0,0.7576019933333333,1.0,0.0,119.996,119.996,0.24159043,0.080705926
036c684d3,3,10.0,0.821110994,1.0,0.0,92.75733333333334,85.30199999999999,0.26185127,0.04249046266666667
036e015d2,3,9.0,0.7789070798095237,1.0,0.0,31.65233333333333,21.641000000000002,0.34858033000000005,0.20925979333333333
037b1c131,4,9.25,0.7904527402857142,1.0,0.0,81.58874999999999,38.266999999999996,0.31136567,0.12160138575
03926867a,2,10.0,0.7010938855000001,1.0,0.0,74.979,74.979,0.186385055,0.0410958915
0392c0c81,4,5.5,0.7241197453125,0.75,0.0,46.283249999999995,38.960499999999996,0.24206907,0.05830557575
039509c40,4,8.75,0.7572361626428571,0.75,0.0,123.4185,118.58149999999999,0.481897475,0.31871743750000003
039fea576,1,10.0,0.75917765,1.0,0.0,50.353,50.353,0.6072353,0.102670826
03a694927,1,10.0,0.767523776,1.0,0.0,119.401,119.401,0.19355398,0.01857996
03aae5768,2,8.0,0.7477193879999999,1.0,0.0,102.3975,102.3975,0.0726088425,0.019260483
03ae93b48,1,10.0,0.7290694630000001,1.0,0.0,201.614,201.614,0.23441371,0.046045784
03b0568b3,5,10.0,0.7683759179999999,1.0,0.0,101.1818,84.809,0.272618346,0.12003686
03c1e47b4,3,9.333333333333334,0.7127397298518519,1.0,0.0,120.62033333333333,82.751,0.2230816,0.08307135366666667
03c323fcf,3,9.333333333333334,0.7905683431666667,1.0,0.0,20.349999999999998,20.195999999999998,0.17883783333333333,0.06586257366666666
03e5bf50b,8,9.75,0.7614112680555556,1.0,0.0,186.981875,194.49149999999997,0.38024684625,0.068838140125
03edf613f,3,10.0,0.785916299,1.0,0.0,32.959666666666664,23.822,0.19693425333333334,0.079703772
03f0fc32f,14,9.5,0.7417158143988096,1.0,0.0,149.79021428571428,159.196,0.38371743357142857,0.19765534849999997
03f130f5f,3,9.666666666666666,0.7433414756296296,1.0,0.0,30.909000000000002,22.912,0.28444364,0.10394264999999998
03f217352,4,8.25,0.7695570114880952,1.0,0.0,207.3145,215.623,0.3546173025,0.12830656075
040736f83,5,10.0,0.7785774624,1.0,0.0,29.4298,25.369999999999997,0.33533008999999997,0.14086971399999998
041dd606f,5,10.0,0.8396434876000001,1.0,0.0,47.0032,50.401999999999994,0.33198256800000003,0.17333266600000002
0434520ef,5,10.0,0.818312033,1.0,0.0,121.32300000000001,118.673,0.19554642,0.10576222732
04372b78d,5,10.0,0.7634519006,1.0,0.0,114.21700000000001,124.57499999999999,0.24441010600000004,0.0876887912
043d8c534,6,8.166666666666666,0.7274026054047619,1.0,0.0,61.62233333333333,48.9685,0.30501295766666664,0.12926556716666668
0443d6f82,5,9.4,0.7790515316055556,1.0,0.0,116.00539999999998,154.36599999999999,0.22339872,0.186663203
045543730,4,9.25,0.7488387599285714,1.0,0.0,125.99375,125.3885,0.3101763175,0.18490194325000003
0459c7bb7,1,10.0,0.836732196,1.0,0.0,154.131,154.131,0.48919582,0.2152157
046256943,4,9.75,0.7593036479722222,1.0,0.0,173.36624999999998,172.1915,0.2664613725,0.096449011
047514286,12,8.0,0.764847251613426,1.0,0.0,98.07241666666665,92.4665,0.24772524416666666,0.12331380529166668
047c20d1a,3,9.333333333333334,0.75123724,1.0,0.0,119.11266666666666,119.59299999999998,0.2666498366666667,0.11251920333333333
048df7861,8,10.0,0.80959664025,1.0,0.0,155.969625,153.063,0.20338556700000002,0.049518107
0493336f7,1,10.0,0.783725439,1.0,0.0,118.30399999999999,118.30399999999999,0.29506698,0.07698843
0497f7012,3,10.0,0.7617454733333334,1.0,0.0,73.25933333333333,79.417,0.14948892,0.07122981066666667
04a555b91,2,10.0,0.7620591815,1.0,0.0,91.931,91.931,0.42564424999999995,0.16178941
04a5f717a,2,10.0,0.734770871,1.0,0.0,52.087999999999994,52.087999999999994,0.16626432,0.10863658
04a6267e4,2,10.0,0.770464936,1.0,0.0,50.436,50.436,0.134685475,0.1135923675
04aa54436,2,10.0,0.764668871,1.0,0.0,119.21349999999998,119.21349999999998,0.26401891,0.132174275
04b5f77c0,1,8.0,0.8016059262499999,1.0,0.0,85.121,85.121,0.14115766,0.09057111
04c4a7493,2,10.0,0.8279720560000001,1.0,0.0,199.849,199.849,0.39967999,0.076219511
04d25d8a7,4,10.0,0.80597608925,0.0,0.0,150.06475,159.9545,0.3261641875,0.1644772235
04d4ce3a4,10,8.2,0.7454726620555556,0.9,0.0,146.1213,155.07299999999998,0.19602410939999998,0.0790015025
04dc94c39,3,6.333333333333333,0.8311872362857141,1.0,0.0,62.38499999999999,50.88399999999999,0.1598976,0.09703433666666667
04e7d89c0,1,10.0,0.77621352,1.0,0.0,50.00299999999999,50.00299999999999,0.23006725,0.09061741
04e829d49,1,8.0,0.76579400375,1.0,0.0,191.303,191.303,0.50743234,0.2278014
04e966b1c,2,10.0,0.8192594769999999,1.0,0.0,99.857,99.857,0.17128914,0.071670135
04f7eafde,5,9.8,0.7838947135555555,1.0,0.0,65.3428,50.474,0.251082232,0.0790250534
04f8947f3,5,8.0,0.7695602529698412,1.0,0.0,117.91839999999999,143.825,0.178175832,0.119979188
052160ae6,28,9.642857142857142,0.7720591850833334,1.0,0.0,91.70664285714285,85.0885,0.23500204017857143,0.060031936642857144
0529ad4d9,4,9.75,0.79394875975,1.0,0.0,129.63324999999998,155.00149999999996,0.2889428225,0.124108205
052b0ada8,3,10.0,0.7011604896666667,1.0,0.0,62.54566666666667,53.05,0.39522583,0.11646821
052c95a93,2,10.0,0.7972246974999999,1.0,0.0,67.529,67.529,0.248685585,0.0695852515
05312ba72,1,9.0,0.7791703244444446,1.0,0.0,189.054,189.054,0.21063514,0.07476437
053d121b8,3,8.0,0.7935858215079366,1.0,0.0,121.75066666666665,122.702,0.22402011000000002,0.04793503333333334
054f35a8c,2,7.0,0.72078607875,1.0,0.0,122.37549999999999,122.37549999999999,0.17573229,0.108307315
055825f1c,3,10.0,0.8032165376666667,1.0,0.0,45.29333333333333,25.711999999999996,0.38224912,0.07960457866666666
056437112,1,10.0,0.788889041,1.0,0.0,54.400999999999996,54.400999999999996,0.40115467,0.043856855
056cc22d2,1,10.0,0.747929929,1.0,0.0,228.863,228.863,0.2942931,0.086629905
057e5347f,3,8.333333333333334,0.8128860394285714,1.0,0.0,196.68433333333334,197.159,0.14707282166666666,0.06441097166666666
0594ed847,2,8.5,0.820127179,1.0,0.0,25.506,25.506,0.281044425,0.651906125
059baa037,1,10.0,0.752135287,1.0,0.0,49.594,49.594,0.26338783,0.037254717
059cfed40,7,9.285714285714286,0.7428547245215419,1.0,0.0,35.729142857142854,25.349,0.31123655,0.08765057571428571
05aad3b3f,3,9.0,0.7793457462222223,1.0,0.0,160.648,160.986,0.2952067566666667,0.17781507466666668
05ab54e3c,4,8.25,0.8231332818611111,1.0,0.0,110.19475,102.91499999999999,0.293669885,0.22129725975
05bde54cc,3,8.666666666666666,0.8073243553333334,0.6666666666666666,0.0,121.90933333333334,121.48400000000001,0.43495709999999993,0.11093240233333335
05d10428c,2,10.0,0.7430031690000001,1.0,0.0,160.8575,160.8575,0.393778145,0.036582775
05d2022eb,2,10.0,0.7554822640000001,1.0,0.0,36.013999999999996,36.013999999999996,0.329533175,0.156000695
05d8b5a9d,3,9.0,0.7849674766666667,1.0,0.0,186.29,159.56599999999997,0.25479024666666666,0.10538790233333334
05dc47bda,5,9.4,0.7251266847777778,1.0,0.0,187.517,186.85099999999997,0.2449914228,0.12106788399999999
05e3bc1ae,2,10.0,0.7458294805,1.0,0.0,83.1565,83.1565,0.20132191,0.027878945000000002
05f00d521,1,10.0,0.820424704,1.0,0.0,22.227999999999998,22.227999999999998,0.8020374,0.18236212
05f84991b,10,10.0,0.7777871024,1.0,0.0,40.5959,36.88849999999999,0.409925143,0.207055204
05f99fc56,4,8.75,0.7592493080555556,1.0,0.0,23.235999999999997,23.563499999999998,0.4226679925,0.08265801825
05fadeacd,1,9.0,0.76836365,1.0,0.0,52.342,52.342,0.21756616,0.033245426
05fb5b403,1,10.0,0.786432018,1.0,0.0,124.59700000000001,124.59700000000001,0.37493438,0.10986819
05febeea3,3,8.333333333333334,0.778296327297619,1.0,0.0,125.954,147.31,0.36431641666666664,0.12536131666666667
0605aab21,5,10.0,0.7961501903999999,1.0,0.0,158.7284,161.849,0.32760493999999996,0.0642906688
060b52c3b,14,9.071428571428571,0.797523614479025,0.9285714285714286,0.0,84.58657142857143,82.679,0.2093868882857143,0.0874234597857143
060d1de98,5,5.6,0.7187719999714286,0.6,0.0,45.5882,46.766000000000005,0.328476078,0.13843472
061378b30,2,9.5,0.7445401205555555,1.0,0.0,19.7065,19.7065,0.29901942000000004,0.21214275
0617d9287,1,9.0,0.778648828888889,0.0,0.0,24.565999999999995,24.565999999999995,0.13905476,0.14412062
062633cb1,3,8.333333333333334,0.8225575126666667,1.0,0.0,44.857,54.88699999999999,0.28921776666666665,0.11937796133333334
0627105f6,2,10.0,0.779517778,1.0,0.0,50.76349999999999,50.76349999999999,0.46209310000000003,0.100952195
062b387cf,2,9.5,0.7431287160555555,1.0,0.0,171.27849999999998,171.27849999999998,0.31726668,0.0640671315
062e2772c,2,8.5,0.7593274540714285,1.0,0.0,22.282,22.282,0.389030375,0.15921659
062f73a4b,1,10.0,0.692646509,1.0,0.0,119.76199999999999,119.76199999999999,0.1837357,0.06109861
063495ecd,1,6.0,0.7967646549999999,1.0,0.0,119.213,119.213,0.13014933,0.029136317
063521459,4,9.25,0.7662803447083333,1.0,0.0,94.31275,100.75999999999999,0.24511188250000002,0.0803501325
0636650db,1,10.0,0.844696628,1.0,0.0,118.08200000000001,118.08200000000001,0.17904828,0.12558533
064217ca4,2,9.5,0.7547963785555556,1.0,0.0,176.6875,176.6875,0.22655340499999999,0.0978999975
064425a21,3,9.666666666666666,0.7700874187777776,1.0,0.0,32.306333333333335,24.602,0.23243566000000002,0.07783406733333333
0659c05d5,3,9.666666666666666,0.7730490432222222,1.0,0.0,128.87266666666667,118.314,0.42859478666666667,0.07943114999999999
066498aa1,3,10.0,0.7569547440000001,1.0,0.0,98.64499999999998,120.78299999999999,0.22155402,0.07500619466666666
066521b34,8,10.0,0.827206736,1.0,0.0,68.198875,50.4005,0.47094573,0.18742375075
06666dc09,3,10.0,0.8093310020000001,1.0,0.0,169.33333333333334,196.24999999999997,0.3979678133333333,0.055462319333333336
067f49481,5,10.0,0.781811651,1.0,0.0,147.0818,151.885,0.302944138,0.08702740319999999
0690278af,1,9.0,0.7608973233333334,1.0,0.0,23.88,23.88,0.37529132,0.17490461
0691034ac,8,9.5,0.7558633189340278,1.0,0.0,117.06687499999998,117.96549999999999,0.19576554375,0.079073449
069762ec2,1,10.0,0.7381476909999999,1.0,0.0,55.669,55.669,0.23497741,0.22923388
069fc79d6,5,8.4,0.783268553,1.0,0.0,213.43919999999997,241.772,0.23771567,0.1940982502
06abc52ac,1,10.0,0.899991889,1.0,0.0,199.437,199.437,0.096825995,0.13596947
06adfc154,4,9.75,0.8411021948611112,1.0,0.0,113.45374999999999,139.3955,0.3697447175,0.12783992249999998
06bf9e676,1,10.0,0.7762795929999999,1.0,0.0,152.65399999999997,152.65399999999997,0.2277016,0.12382934
06c5ddbd6,2,9.0,0.7205250894444444,1.0,0.0,122.83599999999998,122.83599999999998,0.2421016,0.10670981900000001
06daf9c05,7,9.571428571428571,0.7345179493174604,1.0,0.0,38.80757142857142,47.959999999999994,0.3682477657142857,0.14264204914285714
06db81e31,1,9.0,0.7910497977777777,1.0,0.0,84.314,84.314,0.12705468,0.13362816
06ed12b93,3,10.0,0.8226854836666666,1.0,0.0,156.38333333333333,159.121,0.4150625266666667,0.10709330833333335
06fda20a2,1,10.0,0.8008292889999999,1.0,0.0,160.97299999999998,160.97299999999998,0.40755895,0.0973812
070014779,6,9.666666666666666,0.7726006803333334,1.0,0.0,156.83083333333335,157.816,0.19875161,0.08791140066666665
070faf086,3,9.666666666666666,0.7327321137037037,1.0,0.0,170.224,157.36499999999998,0.24242562666666667,0.08116286666666667
07102e682,2,10.0,0.7655117155,1.0,0.0,118.79599999999999,118.79599999999999,0.1565721425,0.0101890395
0722660e0,3,10.0,0.7187433903333332,1.0,0.0,181.31133333333332,193.17,0.2812808666666667,0.14676356333333332
07227963b,5,9.8,0.7577047273333333,1.0,0.0,149.724,194.048,0.30094313,0.10056930639999999
072ae6d9e,2,7.0,0.7448373694999999,1.0,0.0,33.685,33.685,0.16728604,0.064603066
072bb91b4,6,7.833333333333333,0.7587047728670635,1.0,0.0,104.96733333333333,67.193,0.31397359333333336,0.08289401883333333
074042a24,6,9.0,0.7422136664444444,1.0,0.0,95.32183333333334,86.948,0.19553524833333333,0.02334747083333333
074d26284,2,8.5,0.7561898411111111,1.0,0.0,156.3365,156.3365,0.234620045,0.0686885625
0753ad1cd,11,9.181818181818182,0.756737825505772,1.0,0.0,131.06227272727273,152.93,0.15996233618181818,0.047039042727272724
07558410c,5,7.6,0.7787387297142857,1.0,0.0,129.3826,136.49200000000002,0.19957895,0.0803201354
07638746f,4,10.0,0.81510043225,1.0,0.0,117.99825,117.3545,0.44226884499999997,0.3846037025
076a67405,1,10.0,0.728255727,1.0,0.0,148.36399999999998,148.36399999999998,0.1384314,0.017436791
076ec7e18,1,10.0,0.856731331,1.0,0.0,116.78699999999999,116.78699999999999,0.15342139,0.038120355
077001793,1,10.0,0.8025620230000001,1.0,0.0,235.11399999999998,235.11399999999998,0.18059392,0.06350806
07877aea7,2,10.0,0.7901925525,1.0,0.0,116.51499999999999,116.51499999999999,0.271012725,0.0685910575
078bf7e5a,3,10.0,0.7733644780000001,1.0,0.0,85.46,83.01100000000001,0.37755843333333333,0.12426581333333335
078fb1715,3,10.0,0.772683203,1.0,0.0,180.55933333333334,190.78199999999998,0.5011557833333334,0.16490345666666667
07914c759,7,8.428571428571429,0.7620755363758503,1.0,0.0,149.7942857142857,152.70799999999997,0.1837967322857143,0.16045143442857143
079332bdc,1,10.0,0.8482114700000001,1.0,0.0,127.232,127.232,0.43199345,0.22172667
079565e72,3,9.0,0.7795176932380953,1.0,0.0,105.33766666666668,81.373,0.22277807666666669,0.08079571533333334
079785984,5,9.6,0.7665700576888889,1.0,0.0,157.172,157.636,0.2039436432,0.09880333100000001
079f5f1e4,1,10.0,0.79751741,1.0,0.0,157.30599999999998,157.30599999999998,0.09646415,0.014305123
07ae95ddc,4,10.0,0.78055674475,1.0,0.0,113.3025,104.7185,0.145942984,0.040192508175
07b2a1416,2,7.5,0.8013108861607143,1.0,0.0,53.25,53.25,0.20571414500000001,0.14693895
07bd5a7a9,1,10.0,0.756015258,1.0,0.0,51.983,51.983,0.36385512,0.030846253
07cc0ce27,10,10.0,0.809939799,1.0,0.0,94.4905,71.87249999999999,0.22966020299999998,0.07865276909999999
07cfb3380,1,7.0,0.7970121557142857,1.0,0.0,116.72299999999998,116.72299999999998,0.2719981,0.1382599
07dd9a0a5,2,10.0,0.795415738,1.0,0.0,81.33,81.33,0.17567182999999997,0.15762693
07e6b5eae,3,10.0,0.792791528,1.0,0.0,34.44533333333333,25.412999999999997,0.49342056666666667,0.17320567333333334
07eb56db1,1,10.0,0.777448937,1.0,0.0,118.893,118.893,0.24347815,0.011681003
0806f9e3f,5,9.2,0.7369410773492063,1.0,0.0,170.4196,157.162,0.174980771,0.045420057
081199ea2,13,9.923076923076923,0.8242789910512821,1.0,0.0,32.65315384615384,23.383,0.2669066369230769,0.10189764030769231
081301773,6,9.833333333333334,0.7762360771851853,0.8333333333333334,0.0,110.1795,90.2845,0.17056168833333332,0.09158646716666667
0819ac2f6,2,10.0,0.7864648595,1.0,0.0,68.947,68.947,0.13898779,0.0981182785
081c0a12d,4,7.75,0.8139638341785714,1.0,0.0,165.45475,156.538,0.2483617075,0.062478320000000004
081c2daa0,3,10.0,0.7859470953333334,1.0,0.0,31.335333333333335,23.772,0.38589469333333337,0.13022049
081f88f27,1,7.0,0.839921697142857,1.0,0.0,79.455,79.455,0.33733317,0.041883454
0822c54d5,3,9.666666666666666,0.7875422919999999,1.0,0.0,45.74766666666667,55.285,0.307202278,0.16753381433333336
08267e916,3,9.333333333333334,0.7317122995925925,1.0,0.0,124.985,158.34199999999998,0.28612246666666663,0.14795636466666667
0833744e6,1,10.0,0.709919102,1.0,0.0,121.007,121.007,0.14243789,0.114244044
083687ba1,3,10.0,0.782609089,1.0,0.0,106.42866666666664,118.79999999999998,0.23935951,0.08506764
